Node A,Node B,Jaccard Coefficient,ID_A,Ideology_A,Decade_A,In_PIRUS_A,ID_B,Ideology_B,Decade_B,In_PIRUS_B,Connection Type
6430,6929,0.3333333333333333,6430,Jihadist,2010s,Yes,6929,Jihadist,2010s,No,Internal
6282,1000,0.2857142857142857,6282,Jihadist,2000s,Yes,1000,Jihadist,2000s,Yes,Internal
6282,1010,0.1,6282,Jihadist,2000s,Yes,1010,Jihadist,2000s,Yes,Internal
3833,3714,0.07142857142857142,3833,White Supremacist/Xenophobic,2000s,No,3714,White Supremacist/Xenophobic,2000s,Yes,Internal
5964,1951,0.29411764705882354,5964,Anarchist/Anti-Capitalist,1970s,No,1951,Anarchist/Anti-Capitalist,1970s,No,Internal
5964,5961,0.0625,5964,Anarchist/Anti-Capitalist,1970s,No,5961,Anarchist/Anti-Capitalist,1970s,Yes,Internal
5964,4676,0.2777777777777778,5964,Anarchist/Anti-Capitalist,1970s,No,4676,Anarchist/Anti-Capitalist,1970s,Yes,Internal
5964,2339,0.13333333333333333,5964,Anarchist/Anti-Capitalist,1970s,No,2339,Anarchist/Anti-Capitalist,1970s,No,Internal
5964,4414,0.23076923076923078,5964,Anarchist/Anti-Capitalist,1970s,No,4414,Anarchist/Anti-Capitalist,1970s,Yes,Internal
5964,2302,0.3333333333333333,5964,Anarchist/Anti-Capitalist,1970s,No,2302,Anarchist/Anti-Capitalist,1970s,No,Internal
5964,5959,0.08333333333333333,5964,Anarchist/Anti-Capitalist,1970s,No,5959,Anarchist/Anti-Capitalist,1970s,Yes,Internal
8358,3973,0.2,8358,White Supremacist/Xenophobic,2000s,No,3973,White Supremacist/Xenophobic,2000s,Yes,Internal
1045,10584,0.125,1045,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,10584,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,Internal
4036,10978,0.07142857142857142,4036,White Supremacist/Xenophobic,1990s,Yes,10978,White Supremacist/Xenophobic,1990s,No,Internal
7339,3754,0.8571428571428571,7339,Militia/Sovereign Citizen/Anti-Government,1990s,No,3754,Militia/Sovereign Citizen/Anti-Government,2000s,No,Internal
7339,7340,1.0,7339,Militia/Sovereign Citizen/Anti-Government,1990s,No,7340,Militia/Sovereign Citizen/Anti-Government,1990s,No,Internal
4603,4468,0.058823529411764705,4603,Militia/Sovereign Citizen/Anti-Government,1990s,Yes,4468,White Supremacist/Xenophobic,1960s,Yes,External
4603,8196,0.1111111111111111,4603,Militia/Sovereign Citizen/Anti-Government,1990s,Yes,8196,Militia/Sovereign Citizen/Anti-Government,1990s,No,Internal
12214,1528,0.2,12214,Anti-Abortion,2020s,Yes,1528,Anti-Abortion,2020s,Yes,Internal
12214,12684,0.058823529411764705,12214,Anti-Abortion,2020s,Yes,12684,Anti-Abortion,2020s,Yes,Internal
12214,12689,0.058823529411764705,12214,Anti-Abortion,2020s,Yes,12689,Anti-Abortion,2020s,Yes,Internal
12214,10000,0.05263157894736842,12214,Anti-Abortion,2020s,Yes,10000,Anti-Abortion,2020s,Yes,Internal
12214,12688,0.058823529411764705,12214,Anti-Abortion,2020s,Yes,12688,Anti-Abortion,2020s,Yes,Internal
12214,12690,0.058823529411764705,12214,Anti-Abortion,2020s,Yes,12690,Anti-Abortion,2020s,Yes,Internal
8655,4064,0.07142857142857142,8655,White Supremacist/Xenophobic,1980s,No,4064,White Supremacist/Xenophobic,1980s,No,Internal
8655,7673,0.14285714285714285,8655,White Supremacist/Xenophobic,1980s,No,7673,White Supremacist/Xenophobic,1980s,No,Internal
8655,7672,0.14285714285714285,8655,White Supremacist/Xenophobic,1980s,No,7672,White Supremacist/Xenophobic,1980s,No,Internal
8655,10998,0.14285714285714285,8655,White Supremacist/Xenophobic,1980s,No,10998,White Supremacist/Xenophobic,1980s,No,Internal
8655,4084,0.05555555555555555,8655,White Supremacist/Xenophobic,1980s,No,4084,White Supremacist/Xenophobic,1990s,Yes,Internal
8655,10997,0.07692307692307693,8655,White Supremacist/Xenophobic,1980s,No,10997,White Supremacist/Xenophobic,1980s,No,Internal
8655,5403,0.07692307692307693,8655,White Supremacist/Xenophobic,1980s,No,5403,White Supremacist/Xenophobic,1980s,No,Internal
8212,5027,0.125,8212,White Supremacist/Xenophobic,1960s,No,5027,White Supremacist/Xenophobic,1960s,Yes,Internal
8212,5820,0.1,8212,White Supremacist/Xenophobic,1960s,No,5820,White Supremacist/Xenophobic,1960s,No,Internal
4915,4800,0.16666666666666666,4915,Black Nationalist/Separatist,1970s,Yes,4800,Other,1970s,Yes,External
10949,6970,0.2,10949,White Supremacist/Xenophobic,2010s,No,6970,White Supremacist/Xenophobic,2010s,Yes,Internal
3659,7719,0.0625,3659,White Supremacist/Xenophobic,2000s,Yes,7719,White Supremacist/Xenophobic,1990s,Yes,Internal
3659,4127,0.06666666666666667,3659,White Supremacist/Xenophobic,2000s,Yes,4127,White Supremacist/Xenophobic,2000s,Yes,Internal
3659,7207,0.21428571428571427,3659,White Supremacist/Xenophobic,2000s,Yes,7207,White Supremacist/Xenophobic,2000s,No,Internal
3659,7209,0.07142857142857142,3659,White Supremacist/Xenophobic,2000s,Yes,7209,White Supremacist/Xenophobic,2000s,No,Internal
3659,5419,0.14285714285714285,3659,White Supremacist/Xenophobic,2000s,Yes,5419,White Supremacist/Xenophobic,2000s,Yes,Internal
3659,8015,0.14285714285714285,3659,White Supremacist/Xenophobic,2000s,Yes,8015,White Supremacist/Xenophobic,1990s,No,Internal
7946,3308,0.6666666666666666,7946,Anti-Abortion,1990s,No,3308,Anti-Abortion,1990s,No,Internal
7946,7948,1.0,7946,Anti-Abortion,1990s,No,7948,Anti-Abortion,1990s,No,Internal
7946,3136,0.16666666666666666,7946,Anti-Abortion,1990s,No,3136,Anti-Abortion,1990s,Yes,Internal
7946,3307,0.6666666666666666,7946,Anti-Abortion,1990s,No,3307,Anti-Abortion,1990s,Yes,Internal
7946,7944,0.3333333333333333,7946,Anti-Abortion,1990s,No,7944,Anti-Abortion,1980s,No,Internal
7946,7947,1.0,7946,Anti-Abortion,1990s,No,7947,Anti-Abortion,1990s,No,Internal
12030,CO0023 ,0.3333333333333333,12030,Anarchist/Anti-Capitalist,2020s,No,,,,,External
12030,CO0022 ,0.6666666666666666,12030,Anarchist/Anti-Capitalist,2020s,No,,,,,External
8238,8236,0.5,8238,White Supremacist/Xenophobic,2010s,No,8236,White Supremacist/Xenophobic,2010s,No,Internal
8238,10956,0.5,8238,White Supremacist/Xenophobic,2010s,No,10956,White Supremacist/Xenophobic,2010s,No,Internal
8238,8239,0.5,8238,White Supremacist/Xenophobic,2010s,No,8239,White Supremacist/Xenophobic,2010s,No,Internal
8123,4064,0.14285714285714285,8123,White Supremacist/Xenophobic,1990s,No,4064,White Supremacist/Xenophobic,1980s,No,Internal
6101,1183,0.2,6101,Jihadist,2010s,Yes,1183,Jihadist,2000s,Yes,Internal
6101,1137,0.16666666666666666,6101,Jihadist,2010s,Yes,1137,Jihadist,2000s,Yes,Internal
6101,2104,0.1111111111111111,6101,Jihadist,2010s,Yes,2104,Jihadist,2000s,Yes,Internal
6101,3715,0.1111111111111111,6101,Jihadist,2010s,Yes,3715,Jihadist,2000s,No,Internal
6101,9807,1.0,6101,Jihadist,2010s,Yes,9807,Jihadist,2010s,No,Internal
4034,3849,0.25,4034,White Supremacist/Xenophobic,1990s,No,3849,White Supremacist/Xenophobic,2000s,No,Internal
12045,10247,0.1111111111111111,12045,White Supremacist/Xenophobic,2020s,Yes,10247,White Supremacist/Xenophobic,2020s,Yes,Internal
12045,12043,0.2,12045,White Supremacist/Xenophobic,2020s,Yes,12043,White Supremacist/Xenophobic,2020s,Yes,Internal
12045,9549,0.1111111111111111,12045,White Supremacist/Xenophobic,2020s,Yes,9549,White Supremacist/Xenophobic,2010s,No,Internal
7719,3776,0.06666666666666667,7719,White Supremacist/Xenophobic,1990s,Yes,3776,White Supremacist/Xenophobic,2000s,Yes,Internal
7719,3778,0.05,7719,White Supremacist/Xenophobic,1990s,Yes,3778,White Supremacist/Xenophobic,2000s,Yes,Internal
7719,3626,0.0625,7719,White Supremacist/Xenophobic,1990s,Yes,3626,White Supremacist/Xenophobic,2000s,Yes,Internal
7719,7212,0.25,7719,White Supremacist/Xenophobic,1990s,Yes,7212,White Supremacist/Xenophobic,2000s,No,Internal
7719,3637,0.14285714285714285,7719,White Supremacist/Xenophobic,1990s,Yes,3637,White Supremacist/Xenophobic,2000s,Yes,Internal
7719,6824,0.14285714285714285,7719,White Supremacist/Xenophobic,1990s,Yes,6824,White Supremacist/Xenophobic,2010s,Yes,Internal
7719,3779,0.07142857142857142,7719,White Supremacist/Xenophobic,1990s,Yes,3779,White Supremacist/Xenophobic,2000s,No,Internal
7719,6823,0.14285714285714285,7719,White Supremacist/Xenophobic,1990s,Yes,6823,White Supremacist/Xenophobic,2010s,Yes,Internal
7719,3709,0.0625,7719,White Supremacist/Xenophobic,1990s,Yes,3709,White Supremacist/Xenophobic,2000s,Yes,Internal
10188,12787,0.047619047619047616,10188,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,12787,Militia/Sovereign Citizen/Anti-Government,2020s,No,Internal
12103,12014,0.55,12103,Environmental/Animal Rights,2020s,Yes,12014,Environmental/Animal Rights,2020s,Yes,Internal
12103,12110,0.5263157894736842,12103,Environmental/Animal Rights,2020s,Yes,,,,,External
5576,5508,0.07692307692307693,5576,Anarchist/Anti-Capitalist,1980s,No,5508,Black Nationalist/Separatist,1960s,Yes,External
5576,5523,0.07692307692307693,5576,Anarchist/Anti-Capitalist,1980s,No,5523,Anarchist/Anti-Capitalist,1960s,Yes,Internal
5576,5118,0.07142857142857142,5576,Anarchist/Anti-Capitalist,1980s,No,5118,Black Nationalist/Separatist,1980s,Yes,External
8214,5027,0.125,8214,White Supremacist/Xenophobic,1960s,No,5027,White Supremacist/Xenophobic,1960s,Yes,Internal
8214,5820,0.1,8214,White Supremacist/Xenophobic,1960s,No,5820,White Supremacist/Xenophobic,1960s,No,Internal
7899,1010,0.125,7899,Jihadist,2000s,No,1010,Jihadist,2000s,Yes,Internal
7899,2002,0.25,7899,Jihadist,2000s,No,2002,Jihadist,2010s,Yes,Internal
7899,6144,0.3333333333333333,7899,Jihadist,2000s,No,6144,Jihadist,2000s,No,Internal
7899,1107,1.0,7899,Jihadist,2000s,No,1107,Jihadist,2000s,No,Internal
7899,1108,1.0,7899,Jihadist,2000s,No,1108,Jihadist,2000s,No,Internal
10589,10501,0.3333333333333333,10589,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,10501,White Supremacist/Xenophobic,2020s,Yes,External
10589,10503,0.2,10589,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,10503,White Supremacist/Xenophobic,2020s,Yes,External
10589,10502,0.3333333333333333,10589,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,10502,White Supremacist/Xenophobic,2020s,Yes,External
2123,1174,0.125,2123,Jihadist,2010s,No,1174,Jihadist,2000s,Yes,Internal
2123,1181,0.125,2123,Jihadist,2010s,No,1181,Jihadist,2000s,Yes,Internal
2123,1178,0.125,2123,Jihadist,2010s,No,1178,Jihadist,2000s,Yes,Internal
12024,7819,0.037037037037037035,12024,Environmental/Animal Rights,2020s,Yes,7819,Environmental/Animal Rights,2010s,Yes,Internal
12024,7820,0.04,12024,Environmental/Animal Rights,2020s,Yes,7820,Environmental/Animal Rights,2010s,No,Internal
12024,7413,0.038461538461538464,12024,Environmental/Animal Rights,2020s,Yes,7413,Environmental/Animal Rights,2010s,Yes,Internal
6244,1121,0.045454545454545456,6244,Jihadist,2010s,Yes,1121,Jihadist,2000s,Yes,Internal
10933,7796,1.0,10933,White Supremacist/Xenophobic,2010s,No,7796,White Supremacist/Xenophobic,2010s,No,Internal
5038,11039,0.05555555555555555,5038,White Supremacist/Xenophobic,1960s,Yes,11039,White Supremacist/Xenophobic,1960s,No,Internal
5038,5834,0.05263157894736842,5038,White Supremacist/Xenophobic,1960s,Yes,5834,White Supremacist/Xenophobic,1960s,Yes,Internal
5038,5032,0.05263157894736842,5038,White Supremacist/Xenophobic,1960s,Yes,5032,White Supremacist/Xenophobic,1960s,Yes,Internal
5038,7614,0.1111111111111111,5038,White Supremacist/Xenophobic,1960s,Yes,7614,White Supremacist/Xenophobic,1960s,No,Internal
5038,5041,0.05555555555555555,5038,White Supremacist/Xenophobic,1960s,Yes,5041,White Supremacist/Xenophobic,1960s,Yes,Internal
5038,5034,0.05263157894736842,5038,White Supremacist/Xenophobic,1960s,Yes,5034,White Supremacist/Xenophobic,1960s,No,Internal
5038,8125,0.3333333333333333,5038,White Supremacist/Xenophobic,1960s,Yes,8125,White Supremacist/Xenophobic,1960s,No,Internal
1528,12684,0.1111111111111111,1528,Anti-Abortion,2020s,Yes,12684,Anti-Abortion,2020s,Yes,Internal
1528,12689,0.1111111111111111,1528,Anti-Abortion,2020s,Yes,12689,Anti-Abortion,2020s,Yes,Internal
1528,12212,0.2,1528,Anti-Abortion,2020s,Yes,12212,Anti-Abortion,2020s,Yes,Internal
1528,12210,0.2,1528,Anti-Abortion,2020s,Yes,12210,Anti-Abortion,2020s,Yes,Internal
1528,12209,0.2,1528,Anti-Abortion,2020s,Yes,12209,Anti-Abortion,2020s,Yes,Internal
1528,12688,0.1111111111111111,1528,Anti-Abortion,2020s,Yes,12688,Anti-Abortion,2020s,Yes,Internal
1528,12690,0.1111111111111111,1528,Anti-Abortion,2020s,Yes,12690,Anti-Abortion,2020s,Yes,Internal
7932,3230,0.1,7932,Anti-Abortion,1980s,No,3230,Anti-Abortion,1980s,Yes,Internal
4786,4127,0.25,4786,White Supremacist/Xenophobic,1970s,Yes,4127,White Supremacist/Xenophobic,2000s,Yes,Internal
4786,8042,0.3333333333333333,4786,White Supremacist/Xenophobic,1970s,Yes,8042,White Supremacist/Xenophobic,1970s,No,Internal
4786,4051,0.3333333333333333,4786,White Supremacist/Xenophobic,1970s,Yes,4051,White Supremacist/Xenophobic,1970s,No,Internal
8129,4033,0.5,8129,White Supremacist/Xenophobic,1980s,No,4033,White Supremacist/Xenophobic,1990s,Yes,Internal
4845,5135,0.05263157894736842,4845,Other,1950s,Yes,5135,Other,1980s,Yes,Internal
4845,5122,0.0625,4845,Other,1950s,Yes,5122,Other,1980s,No,Internal
4845,5055,0.05,4845,Other,1950s,Yes,5055,Other,1980s,Yes,Internal
4845,4793,0.05263157894736842,4845,Other,1950s,Yes,4793,Other,1980s,Yes,Internal
4845,4982,0.09090909090909091,4845,Other,1950s,Yes,4982,Other,1980s,Yes,Internal
4845,4841,0.3333333333333333,4845,Other,1950s,Yes,4841,Other,1950s,Yes,Internal
4845,5046,0.05,4845,Other,1950s,Yes,5046,Other,1980s,Yes,Internal
5329,5267,0.5,5329,White Supremacist/Xenophobic,2010s,Yes,5267,White Supremacist/Xenophobic,2000s,No,Internal
8385,4084,0.14285714285714285,8385,White Supremacist/Xenophobic,1980s,No,4084,White Supremacist/Xenophobic,1990s,Yes,Internal
10373,10127,0.16666666666666666,10373,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,10127,Conspiracy Theory,2020s,Yes,External
12737,7360,0.13333333333333333,12737,Other,2020s,No,7360,Anarchist/Anti-Capitalist,1960s,No,External
12737,6737,0.125,12737,Other,2020s,No,6737,Environmental/Animal Rights,2010s,Yes,External
12737,4544,0.13333333333333333,12737,Other,2020s,No,4544,Anarchist/Anti-Capitalist,1960s,Yes,External
10254,10083,0.1,10254,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,10083,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,Internal
10254,10410,0.14285714285714285,10254,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,10410,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,Internal
3143,3159,0.2,3143,Anti-Abortion,1980s,Yes,3159,Anti-Abortion,1990s,Yes,Internal
3143,3163,0.14285714285714285,3143,Anti-Abortion,1980s,Yes,3163,Anti-Abortion,2010s,Yes,Internal
8161,8162,0.1,8161,Conspiracy Theory,1970s,No,8162,White Supremacist/Xenophobic,1970s,No,External
8161,4479,0.1,8161,Conspiracy Theory,1970s,No,4479,White Supremacist/Xenophobic,1980s,Yes,External
12117,12127,0.5,12117,White Supremacist/Xenophobic,2020s,Yes,12127,White Supremacist/Xenophobic,2020s,Yes,Internal
12117,12116,0.5,12117,White Supremacist/Xenophobic,2020s,Yes,12116,White Supremacist/Xenophobic,2020s,Yes,Internal
10083,10349,0.1,10083,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,10349,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,Internal
10083,10350,0.1,10083,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,10350,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,Internal
9878,9908,0.5,9878,Conspiracy Theory,2010s,Yes,9908,Conspiracy Theory,2020s,Yes,Internal
5954,5940,0.6666666666666666,5954,Anarchist/Anti-Capitalist,1970s,Yes,5940,Anarchist/Anti-Capitalist,1970s,Yes,Internal
5954,1951,0.2631578947368421,5954,Anarchist/Anti-Capitalist,1970s,Yes,1951,Anarchist/Anti-Capitalist,1970s,No,Internal
5954,5961,0.1875,5954,Anarchist/Anti-Capitalist,1970s,Yes,5961,Anarchist/Anti-Capitalist,1970s,Yes,Internal
5954,5942,0.75,5954,Anarchist/Anti-Capitalist,1970s,Yes,5942,Anarchist/Anti-Capitalist,1970s,Yes,Internal
5954,2302,0.2857142857142857,5954,Anarchist/Anti-Capitalist,1970s,Yes,2302,Anarchist/Anti-Capitalist,1970s,No,Internal
5754,2265,0.06666666666666667,5754,Other,1970s,No,2265,Other,1970s,No,Internal
5754,5689,0.07142857142857142,5754,Other,1970s,No,5689,Other,1970s,Yes,Internal
5754,5733,0.09090909090909091,5754,Other,1970s,No,5733,Other,1970s,Yes,Internal
5754,5726,0.09090909090909091,5754,Other,1970s,No,5726,Other,1970s,Yes,Internal
3865,5001,0.15384615384615385,3865,Militia/Sovereign Citizen/Anti-Government,1990s,Yes,5001,Militia/Sovereign Citizen/Anti-Government,1990s,Yes,Internal
3865,3783,0.125,3865,Militia/Sovereign Citizen/Anti-Government,1990s,Yes,3783,Militia/Sovereign Citizen/Anti-Government,2000s,Yes,Internal
1102,9306,0.25,1102,Jihadist,2000s,No,9306,Jihadist,2000s,No,Internal
1102,9323,0.2,1102,Jihadist,2000s,No,9323,Jihadist,2000s,Yes,Internal
1102,4688,0.4,1102,Jihadist,2000s,No,4688,Jihadist,2000s,Yes,Internal
7342,8196,0.125,7342,Militia/Sovereign Citizen/Anti-Government,1990s,No,8196,Militia/Sovereign Citizen/Anti-Government,1990s,No,Internal
3086,3014,0.058823529411764705,3086,Environmental/Animal Rights,2000s,Yes,3014,Environmental/Animal Rights,1990s,No,Internal
3086,3064,0.05263157894736842,3086,Environmental/Animal Rights,2000s,Yes,3064,Environmental/Animal Rights,2000s,Yes,Internal
3086,3066,0.25,3086,Environmental/Animal Rights,2000s,Yes,3066,Environmental/Animal Rights,2000s,Yes,Internal
4716,5109,0.043478260869565216,4716,Black Nationalist/Separatist,1980s,Yes,5109,Black Nationalist/Separatist,1970s,No,Internal
4716,5106,0.07692307692307693,4716,Black Nationalist/Separatist,1980s,Yes,5106,Black Nationalist/Separatist,1980s,Yes,Internal
5940,1951,0.23529411764705882,5940,Anarchist/Anti-Capitalist,1970s,Yes,1951,Anarchist/Anti-Capitalist,1970s,No,Internal
5940,5961,0.14285714285714285,5940,Anarchist/Anti-Capitalist,1970s,Yes,5961,Anarchist/Anti-Capitalist,1970s,Yes,Internal
5940,2339,0.06666666666666667,5940,Anarchist/Anti-Capitalist,1970s,Yes,2339,Anarchist/Anti-Capitalist,1970s,No,Internal
5940,5942,0.6666666666666666,5940,Anarchist/Anti-Capitalist,1970s,Yes,5942,Anarchist/Anti-Capitalist,1970s,Yes,Internal
5940,2302,0.36363636363636365,5940,Anarchist/Anti-Capitalist,1970s,Yes,2302,Anarchist/Anti-Capitalist,1970s,No,Internal
1131,6128,0.14285714285714285,1131,Jihadist,2000s,Yes,6128,Jihadist,2000s,Yes,Internal
1131,1126,0.07692307692307693,1131,Jihadist,2000s,Yes,1126,Jihadist,2000s,Yes,Internal
1131,1114,0.2727272727272727,1131,Jihadist,2000s,Yes,1114,Jihadist,2000s,Yes,Internal
1131,1117,0.2727272727272727,1131,Jihadist,2000s,Yes,1117,Jihadist,2000s,Yes,Internal
1131,1121,0.043478260869565216,1131,Jihadist,2000s,Yes,1121,Jihadist,2000s,Yes,Internal
1131,2237,0.2727272727272727,1131,Jihadist,2000s,Yes,2237,Jihadist,2000s,Yes,Internal
1131,3715,0.07692307692307693,1131,Jihadist,2000s,Yes,3715,Jihadist,2000s,No,Internal
1131,2067,0.1111111111111111,1131,Jihadist,2000s,Yes,2067,Jihadist,2010s,Yes,Internal
1131,2233,0.4444444444444444,1131,Jihadist,2000s,Yes,2233,Jihadist,2000s,Yes,Internal
1131,1135,0.14285714285714285,1131,Jihadist,2000s,Yes,1135,Jihadist,2010s,Yes,Internal
8249,6469,0.047619047619047616,8249,Environmental/Animal Rights,2000s,No,6469,Environmental/Animal Rights,2010s,Yes,Internal
8249,8250,0.05263157894736842,8249,Environmental/Animal Rights,2000s,No,8250,Environmental/Animal Rights,2010s,No,Internal
10584,8658,0.125,10584,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,8658,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,Internal
10584,10410,0.2,10584,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,10410,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,Internal
11016,5564,0.08333333333333333,11016,Anarchist/Anti-Capitalist,1970s,No,5564,Anarchist/Anti-Capitalist,1970s,Yes,Internal
4878,5193,0.1,4878,Other,1980s,No,5193,Anarchist/Anti-Capitalist,1980s,Yes,External
4878,5133,0.09090909090909091,4878,Other,1980s,No,5133,Other,1980s,Yes,Internal
4878,5122,0.6666666666666666,4878,Other,1980s,No,5122,Other,1980s,No,Internal
4878,1985,0.09090909090909091,4878,Other,1980s,No,1985,Other,1970s,No,Internal
4878,4794,0.25,4878,Other,1980s,No,4794,Other,1980s,Yes,Internal
4878,4792,0.5555555555555556,4878,Other,1980s,No,4792,Other,1980s,No,Internal
4878,4886,0.08333333333333333,4878,Other,1980s,No,4886,Other,1970s,Yes,Internal
4878,4896,0.9,4878,Other,1980s,No,4896,Other,1980s,No,Internal
4878,4887,0.1,4878,Other,1980s,No,4887,Other,1970s,No,Internal
4878,4899,1.0,4878,Other,1980s,No,4899,Other,1980s,No,Internal
4878,4982,0.07142857142857142,4878,Other,1980s,No,4982,Other,1980s,Yes,Internal
4878,5129,0.2222222222222222,4878,Other,1980s,No,5129,Other,1980s,No,Internal
4878,5904,0.23529411764705882,4878,Other,1980s,No,5904,Other,1980s,Yes,Internal
4878,5192,0.1,4878,Other,1980s,No,5192,Other,1980s,Yes,Internal
1945,11010,0.1,1945,Black Nationalist/Separatist,1970s,No,11010,Black Nationalist/Separatist,1970s,No,Internal
1945,2324,0.14285714285714285,1945,Black Nationalist/Separatist,1970s,No,2324,Black Nationalist/Separatist,1970s,No,Internal
1945,7335,0.1,1945,Black Nationalist/Separatist,1970s,No,7335,Black Nationalist/Separatist,1970s,No,Internal
1945,5109,0.05263157894736842,1945,Black Nationalist/Separatist,1970s,No,5109,Black Nationalist/Separatist,1970s,No,Internal
3990,4598,0.07692307692307693,3990,Militia/Sovereign Citizen/Anti-Government,2000s,Yes,4598,Militia/Sovereign Citizen/Anti-Government,1990s,Yes,Internal
3990,4599,0.07692307692307693,3990,Militia/Sovereign Citizen/Anti-Government,2000s,Yes,4599,Militia/Sovereign Citizen/Anti-Government,1990s,Yes,Internal
3990,4600,0.07692307692307693,3990,Militia/Sovereign Citizen/Anti-Government,2000s,Yes,4600,Militia/Sovereign Citizen/Anti-Government,1990s,Yes,Internal
3990,4595,0.07692307692307693,3990,Militia/Sovereign Citizen/Anti-Government,2000s,Yes,4595,Militia/Sovereign Citizen/Anti-Government,1990s,Yes,Internal
4953,4982,0.14285714285714285,4953,Other,1970s,No,4982,Other,1980s,Yes,Internal
4953,4963,1.0,4953,Other,1970s,No,4963,Other,1970s,No,Internal
2261,3540,0.14285714285714285,2261,Militia/Sovereign Citizen/Anti-Government,2010s,No,3540,Militia/Sovereign Citizen/Anti-Government,2010s,No,Internal
2261,3583,0.14285714285714285,2261,Militia/Sovereign Citizen/Anti-Government,2010s,No,3583,Militia/Sovereign Citizen/Anti-Government,1990s,No,Internal
7902,2104,0.1111111111111111,7902,Jihadist,2000s,No,2104,Jihadist,2000s,Yes,Internal
7902,7903,1.0,7902,Jihadist,2000s,No,7903,Jihadist,2000s,No,Internal
7902,3715,0.1111111111111111,7902,Jihadist,2000s,No,3715,Jihadist,2000s,No,Internal
1309,3415,0.2,1309,White Supremacist/Xenophobic,2000s,No,3415,White Supremacist/Xenophobic,2000s,Yes,Internal
10968,3878,0.07692307692307693,10968,Militia/Sovereign Citizen/Anti-Government,2010s,No,3878,Militia/Sovereign Citizen/Anti-Government,1990s,Yes,Internal
10968,3858,0.07692307692307693,10968,Militia/Sovereign Citizen/Anti-Government,2010s,No,3858,Militia/Sovereign Citizen/Anti-Government,2000s,Yes,Internal
5568,5508,0.07692307692307693,5568,Anarchist/Anti-Capitalist,1980s,No,5508,Black Nationalist/Separatist,1960s,Yes,External
5568,5523,0.07692307692307693,5568,Anarchist/Anti-Capitalist,1980s,No,5523,Anarchist/Anti-Capitalist,1960s,Yes,Internal
5568,5118,0.07142857142857142,5568,Anarchist/Anti-Capitalist,1980s,No,5118,Black Nationalist/Separatist,1980s,Yes,External
CO0032,CO0028,0.3333333333333333,CO0032,White Supremacist/Xenophobic,1950s,No,CO0028,White Supremacist/Xenophobic,1950s,No,Internal
4127,3776,0.07142857142857142,4127,White Supremacist/Xenophobic,2000s,Yes,3776,White Supremacist/Xenophobic,2000s,Yes,Internal
4127,3778,0.05263157894736842,4127,White Supremacist/Xenophobic,2000s,Yes,3778,White Supremacist/Xenophobic,2000s,Yes,Internal
4127,7207,0.25,4127,White Supremacist/Xenophobic,2000s,Yes,7207,White Supremacist/Xenophobic,2000s,No,Internal
4127,3626,0.06666666666666667,4127,White Supremacist/Xenophobic,2000s,Yes,3626,White Supremacist/Xenophobic,2000s,Yes,Internal
4127,3714,0.06666666666666667,4127,White Supremacist/Xenophobic,2000s,Yes,3714,White Supremacist/Xenophobic,2000s,Yes,Internal
4127,3779,0.07692307692307693,4127,White Supremacist/Xenophobic,2000s,Yes,3779,White Supremacist/Xenophobic,2000s,No,Internal
4127,3709,0.06666666666666667,4127,White Supremacist/Xenophobic,2000s,Yes,3709,White Supremacist/Xenophobic,2000s,Yes,Internal
4127,3644,0.08333333333333333,4127,White Supremacist/Xenophobic,2000s,Yes,3644,White Supremacist/Xenophobic,2000s,Yes,Internal
4127,5419,0.3333333333333333,4127,White Supremacist/Xenophobic,2000s,Yes,5419,White Supremacist/Xenophobic,2000s,Yes,Internal
4606,4468,0.058823529411764705,4606,Militia/Sovereign Citizen/Anti-Government,1990s,Yes,4468,White Supremacist/Xenophobic,1960s,Yes,External
4606,8196,0.1111111111111111,4606,Militia/Sovereign Citizen/Anti-Government,1990s,Yes,8196,Militia/Sovereign Citizen/Anti-Government,1990s,No,Internal
5865,1000,0.14285714285714285,5865,Jihadist,2000s,Yes,1000,Jihadist,2000s,Yes,Internal
8030,4601,0.1,8030,Conspiracy Theory,1990s,No,4601,Militia/Sovereign Citizen/Anti-Government,1990s,Yes,External
8030,7341,0.1,8030,Conspiracy Theory,1990s,No,7341,Militia/Sovereign Citizen/Anti-Government,1990s,No,External
